Algorithm, Search strategy, query, time(ms, #configurations, #markings
czero, BestFS, CircadianClock-PT-000100-CTLFireabilitySimple-4 F, 0.07, 3, 2
czero, BestFS, CircadianClock-PT-000100-CTLFireabilitySimple-12 T, 0.065, 14, 8
czero, DFS, CircadianClock-PT-000100-CTLFireabilitySimple-7 F, 0.056, 11, 8
czero, DFS, CircadianClock-PT-000100-CTLFireabilitySimple-12 T, 0.071, 3, 2
czero, DFS, CircadianClock-PT-000100-CTLFireabilitySimple-14 F, 0.064, 3, 2
czero, DFS, CircadianClock-PT-000100-CTLFireabilitySimple-15 T, 0.034, 5, 2
czero, DFS, CircadianClock-PT-000100-CTLFireabilitySimple-11 F, 0.023, 3, 2
czero, DFS, CircadianClock-PT-000100-CTLFireabilitySimple-13 F, 0.098, 11, 8
czero, DFS, CircadianClock-PT-000100-CTLFireabilitySimple-5 F, 0.053, 14, 8
czero, DFS, CircadianClock-PT-000100-CTLFireabilitySimple-9 F, 0.048, 11, 8
czero, BestFS, CircularTrains-PT-012-CTLCardinality-7 F, 5.647, 1561, 195
czero, BestFS, CircularTrains-PT-012-CTLCardinality-15 T, 1.489, 586, 195
czero, BestFS, CircularTrains-PT-012-CTLCardinality-14 F, 0.171, 39, 14
czero, BestFS, CircularTrains-PT-012-CTLCardinality-13 T, 0.028, 5, 4
czero, BestFS, CircularTrains-PT-012-CTLCardinality-12 T, 0.118, 2, 0
czero, BestFS, CircularTrains-PT-012-CTLCardinality-9 F, 2.066, 786, 195
czero, BestFS, CircularTrains-PT-012-CTLCardinality-6 T, 1.524, 591, 195
czero, BestFS, CircularTrains-PT-012-CTLCardinality-5 T, 0.059, 1, 0
czero, BestFS, CircularTrains-PT-012-CTLCardinality-10 T, 0.112, 29, 4
czero, BestFS, CircularTrains-PT-012-CTLCardinality-8 T, 0.021, 1, 0
czero, BestFS, CircularTrains-PT-012-CTLCardinality-0 T, 1.227, 395, 195
czero, BestFS, CircularTrains-PT-012-CTLCardinality-4 F, 0.022, 1, 0
czero, DFS, CircularTrains-PT-012-CTLCardinality-11 F, 0.065, 1, 0
czero, DFS, CircularTrains-PT-012-CTLCardinality-10 T, 0.163, 1, 0
czero, DFS, CircularTrains-PT-012-CTLCardinality-6 T, 0.115, 29, 4
czero, DFS, CircularTrains-PT-012-CTLCardinality-13 T, 0.076, 15, 8
czero, DFS, CircularTrains-PT-012-CTLCardinality-14 F, 0.019, 16, 8
