Algorithm, Search strategy, query, time(ms, #configurations, #markings
czero, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-4 F, 23.411, 3073, 1024
czero, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 16.188, 2811, 435
czero, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-13 F, 3.645, 719, 342
czero, BBFS, DrinkVendingMachine-COL-02-CTLCardinality-12 F, 0.09, 18, 0
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-6 F, 84.972, 10246, 1024
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-14 T, 54.063, 7541, 1024
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-3 F, 52.264, 7237, 1024
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-9 T, 53.211, 5121, 1024
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-10 T, 43.044, 4805, 1024
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-2 F, 45.199, 6916, 1024
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-8 T, 27.836, 6144, 1024
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-11 F, 34.947, 5412, 1022
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 25.053, 7203, 993
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-5 T, 23.129, 3089, 1024
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-7 T, 22.725, 3073, 1024
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-4 F, 23.219, 3073, 1024
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-13 F, 1.297, 365, 180
czero, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-12 F, 0.051, 18, 0
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-11 F, 210.006, 6144, 1024
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-6 F, 123.822, 10246, 1024
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-5 T, 82.698, 3089, 1024
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-10 T, 61.373, 5144, 1024
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-14 T, 64.139, 8484, 1024
czero, BestFS, DrinkVendingMachine-COL-02-CTLCardinality-9 T, 53.628, 5121, 1024
