Algorithm, Search strategy, query, time(ms, #configurations, #markings
global, BDFS, Dekker-PT-015-CTLFireability-1 F, 266532, 2228224, 278528
global, BDFS, Dekker-PT-015-CTLFireability-14 F, 216223, 1949701, 278528
global, BDFS, Dekker-PT-015-CTLFireability-6 F, 182343, 2228333, 278528
global, BDFS, Dekker-PT-015-CTLFireability-13 F, 160502, 1392642, 278528
global, BDFS, Dekker-PT-015-CTLFireability-12 F, 0.148, 1, 0
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-10 F, 130175, 835584, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-4 F, 126489, 835584, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-3 F, 116444, 835584, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-2 T, 111457, 557056, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-9 T, 109899, 557056, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-6 F, 105725, 557056, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-8 F, 98506.1, 835584, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-5 T, 89818.1, 557056, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-15 T, 87448.1, 557056, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-0 T, 81600.5, 557056, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-11 T, 80730.9, 557056, 278528
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-1 F, 1.479, 16, 15
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-13 F, 1.142, 16, 15
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-7 F, 1.386, 16, 15
global, BDFS, Dekker-PT-015-CTLFireabilitySimple-12 F, 1.151, 16, 15
global, BDFS, Dekker-PT-020-CTLFireabilitySimple-7 F, 5.477, 21, 20
global, BDFS, Dekker-PT-020-CTLFireabilitySimple-9 F, 4.138, 21, 20
global, BDFS, Dekker-PT-020-CTLFireabilitySimple-15 F, 3.514, 21, 20
global, BDFS, Dekker-PT-020-CTLFireabilitySimple-12 F, 3.924, 21, 20
global, BDFS, Dekker-PT-020-CTLFireabilitySimple-14 F, 4.187, 21, 20
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-3 F, 138.611, 7237, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-5 T, 107.852, 3089, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-6 F, 99.628, 10246, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-15 T, 65.587, 13348, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-14 T, 50.652, 9218, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-10 T, 50.085, 5144, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-11 F, 57.845, 6144, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-7 T, 39.243, 3073, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-1 F, 61.611, 5134, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-2 F, 42.251, 7168, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-13 F, 36.801, 3133, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-9 T, 38.405, 5121, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-8 T, 31.184, 6144, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-4 F, 29.2, 3073, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLCardinality-12 F, 0.101, 18, 0
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-9 T, 9443.54, 8195, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-3 T, 8389.15, 14337, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-10 T, 7643.86, 7169, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-11 T, 7364.36, 9216, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-7 F, 7197.05, 15361, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-5 T, 5458.36, 4097, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-1 F, 3785.87, 15360, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-2 F, 147.917, 9216, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-8 F, 145.842, 9216, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-6 F, 86.34, 3075, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-4 F, 84.303, 5120, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-12 F, 65.393, 2050, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-13 F, 66.92, 2193, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-14 T, 62.551, 6144, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireability-15 F, 0.042, 3, 0
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-6 F, 73.064, 2048, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-4 F, 68.35, 2048, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-3 F, 67.836, 2048, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-1 F, 77.87, 3072, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-10 T, 52.539, 3072, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-5 F, 57.137, 2048, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-15 T, 47.949, 3072, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-2 F, 65.197, 2048, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-12 T, 53.029, 3072, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-7 T, 27.882, 2048, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-11 T, 32.236, 3073, 1024
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-9 T, 0.184, 17, 16
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-14 T, 0.332, 17, 16
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-8 F, 0.73, 17, 16
global, BDFS, DrinkVendingMachine-COL-02-CTLFireabilitySimple-13 T, 0.224, 17, 16
global, BDFS, Eratosthenes-PT-010-CTLCardinality-12 F, 1.075, 355, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-7 T, 0.961, 170, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-8 F, 0.397, 132, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-11 T, 0.517, 129, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-4 T, 1.424, 193, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-13 F, 0.734, 361, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-15 F, 0.469, 157, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-10 F, 0.675, 100, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-14 F, 1.224, 259, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-9 T, 0.719, 226, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-5 T, 0.687, 195, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-6 F, 0.713, 164, 31
global, BDFS, Eratosthenes-PT-010-CTLCardinality-3 F, 0.736, 410, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-14 T, 1.49, 701, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-12 F, 0.79, 191, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-13 F, 0.733, 181, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-10 F, 2.631, 193, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-3 F, 0.779, 257, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-7 F, 0.139, 24, 5
global, BDFS, Eratosthenes-PT-010-CTLFireability-11 F, 0.513, 218, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-6 F, 0.599, 187, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-15 T, 2.059, 286, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-5 F, 0.557, 221, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-8 T, 1.052, 255, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-9 F, 1.477, 704, 31
global, BDFS, Eratosthenes-PT-010-CTLFireability-4 F, 0.982, 318, 31
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-6 F, 0.393, 97, 31
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-13 F, 0.054, 6, 5
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-3 F, 0.064, 6, 5
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-12 T, 0.061, 6, 5
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-15 F, 0.362, 95, 31
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-5 F, 0.389, 6, 5
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-11 T, 0.349, 97, 31
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-10 T, 0.281, 95, 31
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-14 T, 0.071, 95, 31
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-9 T, 0.352, 95, 31
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-7 T, 0.128, 6, 5
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-4 T, 0.261, 64, 31
global, BDFS, Eratosthenes-PT-010-CTLFireabilitySimple-8 T, 0.291, 95, 31
global, BDFS, Eratosthenes-PT-020-CTLCardinality-9 T, 2224.3, 12289, 2047
global, BDFS, Eratosthenes-PT-020-CTLCardinality-8 F, 1083.14, 12289, 2047
global, BDFS, Eratosthenes-PT-020-CTLCardinality-7 T, 928.576, 10240, 2047
global, BDFS, Eratosthenes-PT-020-CTLCardinality-6 T, 836.514, 8194, 2047
global, BDFS, Eratosthenes-PT-020-CTLCardinality-10 F, 108.195, 12285, 2047
global, BDFS, Eratosthenes-PT-020-CTLCardinality-12 T, 100.254, 14337, 2047
global, BDFS, Eratosthenes-PT-020-CTLCardinality-14 F, 80.653, 6178, 2047
global, BDFS, Eratosthenes-PT-020-CTLCardinality-13 T, 77.749, 14334, 2047
global, BDFS, Eratosthenes-PT-020-CTLCardinality-11 F, 57.384, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLCardinality-15 T, 52.157, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-2 T, 6495.32, 18433, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-5 T, 6054.88, 18433, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-6 F, 3978.34, 34816, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-3 T, 1802.73, 16382, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-7 F, 1651.87, 12287, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-10 T, 1579.01, 16385, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-11 F, 1165.2, 18432, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-15 F, 1100.62, 38916, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-14 T, 1023.57, 26621, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-9 F, 1004.35, 26649, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-4 F, 920.994, 24582, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-1 T, 841.754, 10239, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-13 T, 640.159, 30712, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-8 T, 230.42, 24577, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireability-12 T, 59.246, 10236, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-13 F, 66.2, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-15 F, 66.384, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-8 F, 65.635, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-12 F, 65.154, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-7 F, 66.997, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-10 F, 63.134, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-11 F, 51.639, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-14 F, 51.444, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-6 F, 50.696, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-4 F, 53.669, 6145, 2047
global, BDFS, Eratosthenes-PT-020-CTLFireabilitySimple-9 F, 47.871, 6145, 2047
global, BDFS, ERK-PT-000001-CTLCardinality-13 F, 0.529, 117, 13
global, BDFS, ERK-PT-000001-CTLCardinality-11 T, 0.97, 104, 13
global, BDFS, ERK-PT-000001-CTLCardinality-14 F, 0.389, 1, 0
global, BDFS, ERK-PT-000001-CTLCardinality-12 F, 0.104, 106, 13
global, BDFS, ERK-PT-000001-CTLCardinality-7 T, 0.101, 79, 13
global, BDFS, ERK-PT-000001-CTLCardinality-8 F, 0.025, 9, 0
global, BDFS, ERK-PT-000001-CTLCardinality-15 T, 0.628, 5, 2
global, BDFS, ERK-PT-000001-CTLCardinality-10 T, 0.266, 113, 13
global, BDFS, ERK-PT-000001-CTLCardinality-6 T, 0.182, 40, 13
global, BDFS, ERK-PT-000001-CTLCardinality-9 T, 0.17, 48, 13
global, BDFS, ERK-PT-000001-CTLCardinality-5 F, 0.378, 66, 13
global, BDFS, ERK-PT-000001-CTLCardinality-2 T, 0.23, 57, 13
global, BDFS, ERK-PT-000001-CTLFireability-8 T, 0.428, 147, 13
global, BDFS, ERK-PT-000001-CTLFireability-5 F, 0.085, 1, 0
global, BDFS, ERK-PT-000001-CTLFireability-10 T, 0.223, 37, 13
global, BDFS, ERK-PT-000001-CTLFireability-15 T, 0.342, 78, 13
global, BDFS, ERK-PT-000001-CTLFireability-6 T, 0.474, 131, 13
global, BDFS, ERK-PT-000001-CTLFireability-7 F, 0.07, 1, 0
global, BDFS, ERK-PT-000001-CTLFireability-4 F, 0.594, 186, 13
global, BDFS, ERK-PT-000001-CTLFireability-14 T, 0.022, 1, 0
global, BDFS, ERK-PT-000001-CTLFireability-12 T, 0.35, 128, 13
global, BDFS, ERK-PT-000001-CTLFireability-13 F, 0.072, 3, 0
global, BDFS, ERK-PT-000001-CTLFireability-9 T, 0.031, 1, 0
global, BDFS, ERK-PT-000001-CTLFireability-11 T, 0.16, 39, 13
global, BDFS, ERK-PT-000001-CTLFireability-3 T, 0.29, 53, 13
global, BDFS, ERK-PT-000001-CTLFireability-2 T, 0.448, 80, 13
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-3 F, 0.171, 3, 2
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-13 F, 0.05, 3, 2
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-4 F, 0.136, 40, 13
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-5 F, 0.087, 3, 2
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-15 F, 0.196, 40, 13
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-8 F, 0.035, 3, 2
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-9 F, 0.15, 39, 13
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-1 F, 0.064, 3, 2
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-10 F, 0.03, 3, 2
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-14 T, 0.148, 26, 13
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-6 F, 0.153, 39, 13
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-11 F, 0.153, 40, 13
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-7 F, 0.04, 3, 2
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-12 T, 0.129, 39, 13
global, BDFS, ERK-PT-000001-CTLFireabilitySimple-0 F, 0.026, 3, 2
global, BDFS, ERK-PT-000010-CTLCardinality-5 T, 2304.95, 329332, 47047
global, BDFS, ERK-PT-000010-CTLCardinality-13 T, 1442.88, 188188, 47047
global, BDFS, ERK-PT-000010-CTLCardinality-10 T, 836.013, 141146, 47047
global, BDFS, ERK-PT-000010-CTLCardinality-15 F, 770.109, 141141, 47047
global, BDFS, ERK-PT-000010-CTLCardinality-11 T, 0.076, 10, 2
global, BDFS, ERK-PT-000010-CTLCardinality-12 T, 0.085, 7, 0
global, BDFS, ERK-PT-000010-CTLCardinality-9 T, 0.048, 1, 0
global, BDFS, ERK-PT-000010-CTLCardinality-7 F, 0.078, 12, 0
global, BDFS, ERK-PT-000010-CTLCardinality-8 F, 0.046, 10, 2
global, BDFS, ERK-PT-000010-CTLFireability-11 T, 4221.19, 329351, 47047
global, BDFS, ERK-PT-000010-CTLFireability-15 F, 3233.96, 235238, 47047
global, BDFS, ERK-PT-000010-CTLFireability-12 T, 2914.09, 423425, 47047
global, BDFS, ERK-PT-000010-CTLFireability-10 T, 2759.58, 141162, 47047
global, BDFS, ERK-PT-000010-CTLFireability-7 T, 1973.89, 235251, 47047
global, BDFS, ERK-PT-000010-CTLFireability-6 F, 1274.01, 94097, 47047
global, BDFS, ERK-PT-000010-CTLFireability-4 T, 1130.52, 235235, 47047
global, BDFS, ERK-PT-000010-CTLFireability-14 F, 0.066, 4, 0
global, BDFS, ERK-PT-000010-CTLFireability-13 T, 0.092, 6, 2
global, BDFS, ERK-PT-000010-CTLFireability-8 T, 0.064, 2, 0
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-15 F, 1500.57, 141142, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-8 F, 1273.2, 141142, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-2 T, 1247.19, 141142, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-3 F, 1235.62, 141142, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-13 F, 1240.22, 141142, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-4 F, 1194.93, 141142, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-10 T, 1068.75, 141141, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-12 F, 862.359, 141141, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-9 T, 797.9, 94094, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-7 T, 783.338, 94094, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-6 T, 783.292, 94094, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-11 F, 677.408, 94094, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-14 F, 657.234, 94094, 47047
global, BDFS, ERK-PT-000010-CTLFireabilitySimple-5 T, 0.029, 3, 2
global, BDFS, ERK-PT-000100-CTLFireabilitySimple-15 F, 0.101, 3, 2
global, BDFS, ERK-PT-000100-CTLFireabilitySimple-14 T, 0.035, 3, 2
global, BDFS, ERK-PT-000100-CTLFireabilitySimple-7 T, 0.093, 3, 2
global, BDFS, FMS-PT-005-CTLCardinality-14 F, 282731, 14475094, 2895018
global, BDFS, FMS-PT-005-CTLCardinality-6 T, 278449, 34740217, 2895018
global, BDFS, FMS-PT-005-CTLCardinality-11 T, 268183, 14475091, 2895018
global, BDFS, FMS-PT-005-CTLCardinality-1 F, 165504, 8685076, 2895018
global, BDFS, FMS-PT-005-CTLCardinality-8 T, 162055, 11580072, 2895018
global, BDFS, FMS-PT-005-CTLCardinality-10 T, 156133, 14475090, 2895018
global, BDFS, FMS-PT-005-CTLCardinality-13 F, 154616, 17370108, 2895018
global, BDFS, FMS-PT-005-CTLCardinality-3 T, 143594, 17370109, 2895018
global, BDFS, FMS-PT-005-CTLCardinality-12 F, 89485.8, 5790037, 2895018
global, BDFS, FMS-PT-005-CTLFireability-5 F, 213777, 11580078, 2895018
global, BDFS, FMS-PT-005-CTLFireability-0 F, 200572, 23160148, 2895018
global, BDFS, FMS-PT-005-CTLFireability-15 T, 163875, 23160144, 2895018
global, BDFS, FMS-PT-005-CTLFireability-12 T, 148475, 23160145, 2895018
global, BDFS, FMS-PT-005-CTLFireability-2 T, 132243, 8685054, 2895018
global, BDFS, FMS-PT-005-CTLFireability-9 T, 77439.2, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-0 T, 102283, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-9 T, 98321.1, 8685054, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-15 T, 95013.5, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-5 T, 94877.5, 8685054, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-11 T, 89721.9, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-12 T, 84564.8, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-6 T, 84539.5, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-14 F, 82590.1, 8685054, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-13 T, 79219.9, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-7 T, 74981, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-8 T, 74907.4, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-4 T, 74232.8, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-2 T, 74230.1, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-10 T, 74151.6, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-3 T, 74053.9, 5790036, 2895018
global, BDFS, FMS-PT-005-CTLFireabilitySimple-1 T, 73800.3, 5790036, 2895018
global, BDFS, GlobalResAllocation-COL-03-CTLCardinality-14 F, 10363.4, 37933, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLCardinality-6 T, 5012.92, 31604, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLCardinality-11 F, 5248.4, 25454, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLCardinality-15 T, 4612.77, 56883, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLCardinality-0 F, 169.974, 2233, 1941
global, BDFS, GlobalResAllocation-COL-03-CTLCardinality-7 F, 211.34, 2065, 1941
global, BDFS, GlobalResAllocation-COL-03-CTLFireability-9 T, 215053, 19317, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireability-4 T, 158042, 2067, 1941
global, BDFS, GlobalResAllocation-COL-03-CTLFireability-14 F, 18837.2, 25280, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireabilitySimple-14 F, 23793.9, 18960, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireabilitySimple-12 T, 14334, 18961, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireabilitySimple-11 T, 14252.6, 18961, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireabilitySimple-6 F, 14391.6, 12640, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireabilitySimple-7 F, 13738.7, 12640, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireabilitySimple-15 T, 10589.7, 18961, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireabilitySimple-4 T, 9755.72, 12640, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireabilitySimple-8 T, 9699.91, 12640, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireabilitySimple-1 T, 9554.48, 12640, 6320
global, BDFS, GlobalResAllocation-COL-03-CTLFireabilitySimple-13 T, 9798.92, 18961, 6320
global, BDFS, HouseConstruction-PT-002-CTLCardinality-12 T, 2558.95, 9007, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-4 T, 2511.61, 7505, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-7 F, 1023.93, 10507, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-6 F, 786.417, 6004, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-13 T, 42.483, 7506, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-11 F, 33.293, 7521, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-10 F, 30.662, 7505, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-14 F, 29.611, 6002, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-15 F, 28.747, 4504, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-8 F, 22.769, 4509, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-9 F, 25.37, 4505, 1500
global, BDFS, HouseConstruction-PT-002-CTLCardinality-5 F, 16.098, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-11 F, 3043.29, 7506, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-10 T, 2851.39, 6006, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-7 F, 2305.72, 18012, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-3 F, 2179.11, 15009, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-6 F, 1679.2, 16518, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-15 T, 1232.8, 28519, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-9 T, 110.234, 19525, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-13 F, 70.937, 18012, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-12 F, 46.533, 7515, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-14 T, 32.981, 6001, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-8 F, 31.532, 6003, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireability-4 F, 25.881, 6027, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-9 T, 16.65, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-15 T, 16.628, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-8 T, 16.621, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-11 T, 16.655, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-13 T, 16.741, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-5 T, 16.5, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-12 T, 16.549, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-10 T, 16.638, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-14 T, 16.556, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-0 T, 16.649, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-6 T, 20.513, 3002, 1500
global, BDFS, HouseConstruction-PT-002-CTLFireabilitySimple-7 T, 16.363, 3002, 1500
