Algorithm, Search strategy, query, time(ms, #configurations, #markings
local, BestFS, CSRepetitions-COL-02-CTLFireability-4 F, 940.129, 59392, 7424
local, BestFS, CSRepetitions-COL-02-CTLFireability-5 F, 914.332, 59392, 7424
local, BestFS, CSRepetitions-COL-02-CTLFireability-11 T, 876.488, 89162, 7424
local, BestFS, CSRepetitions-COL-02-CTLFireability-8 F, 518.153, 59393, 7424
local, BestFS, CSRepetitions-COL-02-CTLFireability-6 F, 513.117, 37121, 7424
local, BestFS, CSRepetitions-COL-02-CTLFireability-2 F, 505.088, 59393, 7424
local, BestFS, CSRepetitions-COL-02-CTLFireability-10 F, 482.861, 37121, 7424
local, BestFS, CSRepetitions-COL-02-CTLFireability-12 F, 110.591, 14478, 7297
local, BestFS, CSRepetitions-COL-02-CTLFireability-3 F, 105.108, 21252, 4643
local, BestFS, CSRepetitions-COL-02-CTLFireability-13 T, 54.761, 11800, 4609
local, BestFS, CSRepetitions-COL-02-CTLFireability-15 T, 0.095, 2, 0
local, BestFS, CSRepetitions-COL-02-CTLFireability-14 T, 0.117, 2, 0
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-6 F, 107.752, 14478, 7297
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-4 F, 108.045, 14478, 7297
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-2 F, 109.435, 14478, 7297
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-5 F, 105.241, 14478, 7297
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-13 F, 47.977, 11190, 4609
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-11 F, 46.969, 10287, 4526
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-14 F, 39.143, 8605, 3427
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-8 F, 38.797, 8605, 3427
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-15 T, 18.139, 4346, 1902
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-12 T, 16.215, 4346, 1902
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-9 F, 0.075, 5, 4
local, BestFS, CSRepetitions-COL-02-CTLFireabilitySimple-10 F, 0.11, 5, 4
local, BestFS, CSRepetitions-COL-03-CTLCardinality-5 T, 0.556, 111, 76
local, BestFS, CSRepetitions-COL-04-CTLCardinality-9 T, 90.159, 5772, 5138
local, BestFS, CSRepetitions-COL-04-CTLFireability-11 F, 2090.67, 16699, 6144
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-8 T, 6.052, 1683, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-15 F, 6.72, 2299, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-12 T, 4.257, 1276, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-6 F, 3.745, 1144, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-11 F, 0.189, 54, 14
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-14 T, 3.448, 1377, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-1 T, 2.333, 667, 113
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-13 T, 4.105, 919, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-7 T, 1.696, 459, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-10 T, 4.612, 2, 0
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-5 F, 2.58, 766, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-9 F, 0.07, 310, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLCardinality-3 F, 1.183, 256, 133
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-9 F, 8.488, 1532, 153
local, BestFS, DatabaseWithMutex-COL-02-CTLFireability-11 F, 6.693, 1531, 153
