Algorithm, Search strategy, query, time(ms, #configurations, #markings
czero, BestFS, ERK-PT-000010-CTLCardinality-9 T, 0.026, 1, 0
czero, BestFS, ERK-PT-000010-CTLCardinality-10 T, 0.089, 18, 7
global, BestFS, ERK-PT-000010-CTLCardinality-8 F, 0.081, 10, 2
global, BestFS, ERK-PT-000010-CTLCardinality-12 T, 0.103, 10, 2
global, BestFS, ERK-PT-000010-CTLCardinality-9 T, 0.023, 1, 0
global, BestFS, ERK-PT-000010-CTLCardinality-7 F, 0.065, 12, 0
global, BestFS, ERK-PT-000010-CTLCardinality-11 T, 0.065, 7, 0
local, BestFS, ERK-PT-000010-CTLCardinality-14 F, 2202.68, 185779, 47046
local, BestFS, ERK-PT-000010-CTLCardinality-12 T, 0.087, 10, 2
local, BestFS, ERK-PT-000010-CTLCardinality-7 F, 0.076, 12, 0
local, BestFS, ERK-PT-000010-CTLCardinality-8 F, 0.086, 10, 2
local, BestFS, ERK-PT-000010-CTLCardinality-11 T, 0.085, 7, 0
local, BestFS, ERK-PT-000010-CTLCardinality-9 T, 0.045, 1, 0
local, BestFS, ERK-PT-000010-CTLCardinality-10 T, 0.098, 18, 7
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-10 F, 52.272, 7505, 1500
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-14 F, 41.42, 5988, 1500
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-6 F, 41.294, 6004, 1500
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-12 T, 40.097, 9007, 1500
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-7 F, 15.424, 4813, 1500
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-15 F, 21.54, 4453, 1497
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-11 F, 11.77, 3027, 1500
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-8 F, 12.517, 3978, 1419
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-3 F, 7.216, 3973, 652
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-13 T, 0.563, 214, 113
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-1 T, 1.385, 759, 111
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-4 T, 2.471, 847, 265
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-5 F, 0.495, 178, 111
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-9 F, 1.099, 292, 111
global, BestFS, HouseConstruction-PT-002-CTLCardinality-4 T, 29695.7, 7505, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-12 T, 22387.7, 9007, 1500
