Algorithm, Search strategy, query, time(ms, #configurations, #markings
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-4 T, 2.347, 826, 258
czero, BestFS, HouseConstruction-PT-002-CTLCardinality-3 F, 7.157, 3973, 652
global, BestFS, HouseConstruction-PT-002-CTLCardinality-4 T, 26332.4, 7505, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-12 T, 21771.7, 9007, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-6 F, 10383.2, 6004, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-7 F, 8549.8, 10507, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-1 T, 653.911, 16510, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-3 F, 559.169, 13509, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-13 T, 481.296, 7506, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-11 F, 303.143, 7521, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-14 F, 267.472, 6002, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-10 F, 252.081, 7505, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-2 T, 245.471, 4508, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-15 F, 156.195, 4504, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-8 F, 145.197, 4509, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-9 F, 88.122, 4505, 1500
global, BestFS, HouseConstruction-PT-002-CTLCardinality-5 F, 40.878, 3002, 1500
local, BestFS, HouseConstruction-PT-002-CTLCardinality-10 F, 40.703, 7505, 1500
local, BestFS, HouseConstruction-PT-002-CTLCardinality-12 T, 33.609, 9007, 1500
local, BestFS, HouseConstruction-PT-002-CTLCardinality-6 F, 37.68, 6004, 1500
local, BestFS, HouseConstruction-PT-002-CTLCardinality-14 F, 30.874, 5988, 1500
local, BestFS, HouseConstruction-PT-002-CTLCardinality-11 F, 27.688, 7513, 1500
local, BestFS, HouseConstruction-PT-002-CTLCardinality-13 T, 21.317, 4939, 1499
local, BestFS, HouseConstruction-PT-002-CTLCardinality-15 F, 19.722, 4453, 1497
local, BestFS, HouseConstruction-PT-002-CTLCardinality-8 F, 12.622, 3980, 1419
local, BestFS, HouseConstruction-PT-002-CTLCardinality-2 T, 16.995, 4358, 1488
local, BestFS, HouseConstruction-PT-002-CTLCardinality-7 F, 14.009, 4813, 1500
local, BestFS, HouseConstruction-PT-002-CTLCardinality-9 F, 0.874, 292, 111
local, BestFS, HouseConstruction-PT-002-CTLCardinality-3 F, 10.155, 6029, 892
local, BestFS, HouseConstruction-PT-002-CTLCardinality-1 T, 1.47, 759, 111
local, BestFS, HouseConstruction-PT-002-CTLCardinality-4 T, 2.421, 826, 258
local, BestFS, HouseConstruction-PT-002-CTLCardinality-0 T, 1.586, 884, 111
czero, BestFS, HouseConstruction-PT-005-CTLCardinality-14 F, 23918.7, 3563961, 1187983
czero, BestFS, HouseConstruction-PT-005-CTLCardinality-15 F, 1833.72, 55349, 22050
czero, BestFS, HouseConstruction-PT-005-CTLCardinality-1 F, 787.318, 70023, 46043
czero, BestFS, HouseConstruction-PT-005-CTLCardinality-9 F, 1.814, 589, 399
czero, BestFS, HouseConstruction-PT-005-CTLCardinality-12 F, 3.384, 1910, 399
local, BestFS, HouseConstruction-PT-005-CTLCardinality-6 T, 45472, 1570397, 728075
local, BestFS, HouseConstruction-PT-005-CTLCardinality-15 F, 2518.34, 418182, 147357
local, BestFS, HouseConstruction-PT-005-CTLCardinality-9 F, 1.391, 589, 399
local, BestFS, HouseConstruction-PT-005-CTLCardinality-12 F, 2.937, 1912, 399
czero, BestFS, Kanban-PT-0005-CTLCardinality-14 F, 0.119, 2, 0
global, BestFS, Kanban-PT-0005-CTLCardinality-14 F, 0.028, 2, 0
local, BestFS, Kanban-PT-0005-CTLCardinality-14 F, 0.021, 2, 0
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-13 T, 26.398, 3801, 379
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-14 F, 16.619, 4941, 379
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-8 T, 5.331, 934, 185
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-15 T, 6.582, 2377, 185
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-9 F, 0.063, 9, 0
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-3 T, 0.161, 8, 0
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-7 T, 0.038, 1, 0
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-4 F, 12.023, 772, 379
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-10 F, 0.153, 13, 2
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-5 T, 9.972, 1540, 185
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-6 T, 0.108, 14, 2
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-12 T, 0.061, 1, 0
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-11 F, 0.101, 3, 2
czero, BestFS, LamportFastMutEx-COL-2-CTLCardinality-2 F, 4.994, 332, 185
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-15 T, 178.998, 6081, 379
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-14 F, 94.87, 4941, 379
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-5 T, 93.43, 3800, 379
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-13 T, 63.131, 3801, 379
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-8 T, 37.203, 2298, 379
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-9 F, 20.834, 1534, 379
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-4 F, 15.15, 772, 379
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-3 T, 20.499, 767, 379
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-10 F, 20.804, 1533, 379
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-6 T, 19.082, 770, 379
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-11 F, 0.121, 3, 2
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-7 T, 0.045, 1, 0
global, BestFS, LamportFastMutEx-COL-2-CTLCardinality-12 T, 0.054, 1, 0
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-13 T, 27.553, 3801, 379
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-14 F, 17.802, 4941, 379
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-9 F, 13.464, 1534, 379
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-10 F, 13.326, 1533, 379
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-5 T, 9.673, 1540, 185
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-3 T, 11.867, 767, 379
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-15 T, 6.919, 2377, 185
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-0 T, 14.735, 2662, 379
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-6 T, 11.961, 770, 379
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-1 F, 11.3, 761, 379
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-4 F, 12.057, 772, 379
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-7 T, 0.127, 1, 0
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-2 F, 4.693, 332, 185
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-12 T, 0.079, 1, 0
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-8 T, 5.138, 934, 185
local, BestFS, LamportFastMutEx-COL-2-CTLCardinality-11 F, 0.183, 3, 2
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-10 F, 0.184, 31, 17
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-4 T, 7.405, 1691, 324
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-12 F, 0.142, 14, 0
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-7 F, 11.708, 1878, 324
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-14 F, 0.076, 2, 0
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-5 T, 0.046, 11, 0
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-13 T, 6.922, 1624, 324
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-6 T, 0.079, 4, 3
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-8 F, 0.935, 169, 75
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-15 F, 0.047, 1, 0
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-9 T, 0.15, 22, 3
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-3 T, 0.288, 44, 17
czero, BestFS, PhilosophersDyn-COL-03-CTLCardinality-11 F, 0.795, 149, 64
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-4 T, 412.951, 2601, 324
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-10 F, 52.079, 3208, 324
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-7 F, 26.868, 1948, 324
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-6 T, 17.666, 1624, 324
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-11 F, 16.532, 1255, 324
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-3 T, 18.515, 1254, 324
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-13 T, 0.098, 11, 0
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-12 F, 0.165, 14, 0
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-8 F, 0.085, 4, 3
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-5 T, 10.845, 976, 324
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-15 F, 0.048, 1, 0
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-9 T, 0.15, 22, 3
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-14 F, 0.065, 2, 0
global, BestFS, PhilosophersDyn-COL-03-CTLCardinality-2 F, 0.098, 19, 3
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-7 F, 11.331, 1918, 324
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-6 T, 6.246, 1624, 324
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-15 F, 1.315, 1, 0
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-10 F, 0.058, 382, 75
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-13 T, 0.142, 11, 0
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-9 T, 0.193, 22, 3
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-14 F, 0.087, 2, 0
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-8 F, 0.156, 4, 3
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-12 F, 0.06, 14, 0
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-11 F, 1.891, 345, 130
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-5 T, 1.759, 299, 129
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-1 T, 4.261, 1455, 207
local, BestFS, PhilosophersDyn-COL-03-CTLCardinality-3 T, 0.24, 44, 17
czero, BestFS, Railroad-PT-005-CTLCardinality-15 T, 185.132, 11039, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-3 F, 164.293, 12866, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-9 F, 162.555, 14718, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-7 F, 155.705, 20218, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-11 F, 154.223, 12866, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-5 T, 137.156, 7459, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-10 T, 148.58, 20241, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-4 F, 127.151, 22056, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-2 F, 101.412, 10002, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-0 T, 84.289, 7370, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-8 F, 82.79, 13678, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-12 F, 84.588, 7457, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-1 F, 73.169, 3691, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-6 F, 73.71, 3676, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-13 F, 69.085, 3781, 1838
czero, BestFS, Railroad-PT-005-CTLCardinality-14 F, 67.198, 3697, 1838
global, BestFS, Railroad-PT-005-CTLCardinality-10 T, 3264.16, 20241, 1838
global, BestFS, Railroad-PT-005-CTLCardinality-9 F, 1456.45, 14718, 1838
global, BestFS, Railroad-PT-005-CTLCardinality-7 F, 1399.88, 20218, 1838
global, BestFS, Railroad-PT-005-CTLCardinality-8 F, 1028.52, 14704, 1838
global, BestFS, Railroad-PT-005-CTLCardinality-12 F, 792.435, 9190, 1838
global, BestFS, Railroad-PT-005-CTLCardinality-2 F, 664.291, 11028, 1838
global, BestFS, Railroad-PT-005-CTLCardinality-0 T, 594.991, 7370, 1838
global, BestFS, Railroad-PT-005-CTLCardinality-13 F, 439.637, 5514, 1838
global, BestFS, Railroad-PT-005-CTLCardinality-6 F, 232.501, 3676, 1838
global, BestFS, Railroad-PT-005-CTLCardinality-14 F, 199.781, 3697, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-15 T, 199.024, 11039, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-10 T, 149.198, 20241, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-11 F, 137.752, 12866, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-9 F, 122.504, 14718, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-5 T, 131.174, 7459, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-3 F, 130.856, 12866, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-4 F, 108.751, 22056, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-12 F, 100.596, 7457, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-7 F, 97.714, 20218, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-2 F, 84.414, 10002, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-8 F, 87.95, 13678, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-14 F, 84.583, 3697, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-13 F, 74.163, 3781, 1838
local, BestFS, Railroad-PT-005-CTLCardinality-6 F, 79.74, 3676, 1838
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-10 T, 288.181, 8273, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-14 F, 251.227, 8272, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-13 F, 214.521, 5170, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-15 F, 201.737, 5171, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-5 F, 198.906, 6205, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-8 F, 188.218, 5170, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-11 F, 196.611, 4139, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-2 F, 138.171, 7238, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-12 T, 155.507, 6205, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-6 F, 144.988, 4641, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-4 F, 125.104, 5172, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-9 T, 129.127, 11375, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-1 T, 131.461, 5171, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-7 T, 112.713, 5171, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-0 F, 107.256, 2069, 1034
czero, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-3 T, 115.065, 6205, 1034
global, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-14 F, 26593, 8272, 1034
global, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-9 T, 939.769, 11375, 1034
global, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-13 F, 876.811, 5170, 1034
global, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-8 F, 845.24, 5170, 1034
global, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-7 T, 599.469, 5171, 1034
global, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-2 F, 453.922, 7238, 1034
global, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-6 F, 308.978, 6204, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-10 T, 263.747, 8273, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-14 F, 236.923, 8272, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-13 F, 212.685, 5170, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-8 F, 212.065, 5170, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-15 F, 170.714, 5171, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-5 F, 164.381, 6205, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-11 F, 175.113, 4139, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-2 F, 160.012, 7238, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-1 T, 164.637, 5171, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-7 T, 135.135, 5171, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-3 T, 142.342, 6205, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-6 F, 134.221, 4641, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-9 T, 132.116, 11375, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-4 F, 123.336, 5172, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-12 T, 111.029, 6205, 1034
local, BestFS, RwMutex-PT-r0010w0010-CTLCardinality-0 F, 79.722, 2069, 1034
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-13 F, 384.401, 11630, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-8 F, 249.642, 10440, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-1 T, 250.604, 12530, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-2 F, 213.691, 11484, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-3 T, 210.317, 5221, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-0 F, 162.115, 8352, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-15 T, 140.506, 6265, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-11 F, 139.221, 10917, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-10 F, 134.11, 9398, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-14 T, 122.619, 8356, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-5 F, 127.76, 6246, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-6 T, 119.05, 6311, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-7 T, 101.435, 2097, 1044
czero, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-4 F, 103.399, 2201, 1044
global, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-12 F, 57429.9, 7308, 1044
global, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-13 F, 21494.4, 14624, 1044
global, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-10 F, 2406.09, 9398, 1044
global, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-6 T, 1805.42, 7309, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-13 F, 599.605, 11630, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-1 T, 385.947, 12530, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-3 T, 355.059, 5221, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-9 T, 455.629, 7309, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-8 F, 396.777, 10440, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-15 T, 211.903, 6265, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-10 F, 222.079, 9398, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-7 T, 164.593, 2097, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-14 T, 171.8, 8356, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-12 F, 238.922, 5271, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-5 F, 183.533, 6246, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-11 F, 175.94, 10917, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-4 F, 157.182, 2201, 1044
local, BestFS, RwMutex-PT-r0010w0020-CTLCardinality-6 T, 153.818, 6311, 1044
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-9 F, 192.088, 15285, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-10 T, 185.371, 14907, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-4 F, 166.556, 24219, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-15 F, 152.802, 11179, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-1 T, 141.849, 22356, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-0 F, 135.196, 19230, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-11 F, 122.753, 11192, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-3 F, 125.231, 13552, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-6 T, 120.561, 13042, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-8 T, 103.425, 8657, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-14 F, 98.326, 13041, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-5 T, 104.614, 7465, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-2 F, 82.176, 24220, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-7 T, 72.018, 7469, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-12 T, 58.008, 5589, 1863
czero, BestFS, SharedMemory-COL-000005-CTLCardinality-13 F, 57.418, 5602, 1863
global, BestFS, SharedMemory-COL-000005-CTLCardinality-9 F, 1992.78, 18647, 1863
global, BestFS, SharedMemory-COL-000005-CTLCardinality-11 F, 1910.3, 11192, 1863
global, BestFS, SharedMemory-COL-000005-CTLCardinality-13 F, 373.087, 5663, 1863
global, BestFS, SharedMemory-COL-000005-CTLCardinality-8 T, 331.785, 9315, 1863
global, BestFS, SharedMemory-COL-000005-CTLCardinality-7 T, 239.591, 7469, 1863
global, BestFS, SharedMemory-COL-000005-CTLCardinality-12 T, 213.888, 5589, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-10 T, 196.423, 14907, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-9 F, 158.765, 15285, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-15 F, 154.228, 11179, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-4 F, 139.215, 24219, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-11 F, 122.758, 11192, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-3 F, 123.267, 13552, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-8 T, 99.374, 8657, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-14 F, 108.491, 13041, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-6 T, 103.919, 13042, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-5 T, 102.367, 7465, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-13 F, 58.185, 5663, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-12 T, 57.859, 5589, 1863
local, BestFS, SharedMemory-COL-000005-CTLCardinality-7 T, 60.993, 7469, 1863
czero, BestFS, SimpleLoadBal-COL-02-CTLCardinality-10 T, 64.223, 8323, 832
czero, BestFS, SimpleLoadBal-COL-02-CTLCardinality-15 F, 13.963, 2007, 718
czero, BestFS, SimpleLoadBal-COL-02-CTLCardinality-8 T, 28.707, 4008, 832
czero, BestFS, SimpleLoadBal-COL-02-CTLCardinality-7 T, 0.04, 1, 0
czero, BestFS, SimpleLoadBal-COL-02-CTLCardinality-12 T, 44.084, 7548, 806
czero, BestFS, SimpleLoadBal-COL-02-CTLCardinality-0 F, 0.026, 1, 0
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-3 F, 52093, 8320, 832
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-1 F, 34345.3, 4993, 832
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-10 T, 927.533, 8323, 832
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-9 T, 723.019, 11650, 832
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-12 T, 453.716, 9988, 832
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-11 T, 316.28, 5825, 832
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-6 T, 255.457, 5826, 832
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-15 F, 182.001, 5000, 832
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-2 T, 153.267, 6658, 832
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-4 T, 0.046, 3, 2
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-13 F, 0.088, 1, 0
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-14 F, 0.038, 1, 0
global, BestFS, SimpleLoadBal-COL-02-CTLCardinality-7 T, 0.043, 1, 0
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-10 T, 74.039, 8323, 832
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-3 F, 59.24, 7352, 832
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-9 T, 57.037, 11575, 832
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-12 T, 43.439, 7548, 806
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-6 T, 30.957, 5826, 832
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-11 T, 31.092, 5341, 832
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-5 F, 25.374, 4903, 827
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-15 F, 13.97, 2134, 723
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-14 F, 0.079, 1, 0
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-4 T, 0.043, 3, 2
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-13 F, 0.03, 1, 0
local, BestFS, SimpleLoadBal-COL-02-CTLCardinality-7 T, 0.039, 1, 0
czero, BestFS, TokenRing-COL-005-CTLCardinality-13 F, 14.537, 1507, 165
